key1,a_code,a_name,a_grade,a_date,a_amount,a_rate,a_flag,a_dept,a_note
00000552,A84667,SAMPLE-A-0000552,C1,20240810,7593846,0.6876,N,D651,NOTE-19407
00000553,A24134,SAMPLE-A-0000553,C1,20240307,5270321,0.0068,N,D328,NOTE-10365
00000554,A72831,SAMPLE-A-0000554,A1,20240108,6774225,0.6858,N,D810,NOTE-11184
00000555,A98396,SAMPLE-A-0000555,C1,20230915,5491194,0.1266,N,D641,NOTE-45960
00000556,A59792,SAMPLE-A-0000556,A1,20231205,0794714,0.8439,Y,D061,NOTE-14523
00000557,A33467,SAMPLE-A-0000557,B2,20250421,8442206,0.2478,N,D397,NOTE-64400
00000558,A10256,SAMPLE-A-0000558,C1,20240625,1823857,0.5174,N,D465,NOTE-80408
00000559,A80459,SAMPLE-A-0000559,C1,20250604,3839769,0.4039,Y,D711,NOTE-88840
00000560,A51350,SAMPLE-A-0000560,A2,20230309,2266734,0.3200,N,D976,NOTE-85622
00000561,A10214,SAMPLE-A-0000561,B1,20250925,9754570,0.9920,N,D864,NOTE-76688
00000562,A15560,SAMPLE-A-0000562,B1,20250609,1919098,0.0902,Y,D291,NOTE-59409
00000563,A68465,SAMPLE-A-0000563,A2,20240209,5533072,0.8246,N,D954,NOTE-39265
00000564,A95366,SAMPLE-A-0000564,A2,20251007,0844872,0.5283,Y,D301,NOTE-56378
00000565,A11340,SAMPLE-A-0000565,A1,20230621,8059201,0.2365,Y,D972,NOTE-80153
00000566,A21408,SAMPLE-A-0000566,B1,20230501,1415087,0.3210,N,D447,NOTE-53020
00000567,A43680,SAMPLE-A-0000567,A1,20230802,8726457,0.6787,Y,D656,NOTE-26202
00000568,A41909,SAMPLE-A-0000568,A2,20230421,0998117,0.1727,Y,D697,NOTE-89059
00000569,A93427,SAMPLE-A-0000569,C1,20240223,3350100,0.0118,N,D809,NOTE-35111
00000570,A34128,SAMPLE-A-0000570,B1,20240323,5357334,0.1161,Y,D214,NOTE-85282
00000571,A55889,SAMPLE-A-0000571,B1,20250915,8484966,0.0031,Y,D563,NOTE-69281
00000572,A21951,SAMPLE-A-0000572,B1,20240624,3940272,0.7706,N,D240,NOTE-55707
00000573,A89012,SAMPLE-A-0000573,A2,20250301,1976915,0.1883,Y,D517,NOTE-07523
00000574,A14023,SAMPLE-A-0000574,B2,20231027,5378883,0.6741,Y,D135,NOTE-03738
00000575,A80345,SAMPLE-A-0000575,B1,20241220,6739949,0.3796,Y,D428,NOTE-16893
00000576,A84170,SAMPLE-A-0000576,A2,20231214,5163165,0.1843,Y,D257,NOTE-31301
00000577,A05660,SAMPLE-A-0000577,B2,20230127,2938522,0.4421,Y,D254,NOTE-57539
00000578,A69693,SAMPLE-A-0000578,A2,20250723,5473004,0.3589,Y,D184,NOTE-11358
00000579,A65225,SAMPLE-A-0000579,B2,20240506,8601692,0.2419,Y,D533,NOTE-34551
00000580,A58556,SAMPLE-A-0000580,A1,20230927,4052894,0.9382,N,D362,NOTE-30699
00000581,A40157,SAMPLE-A-0000581,A1,20230525,6535171,0.5983,Y,D565,NOTE-48393
00000582,A16081,SAMPLE-A-0000582,C1,20250815,9999699,0.6393,Y,D025,NOTE-92526
00000583,A37714,SAMPLE-A-0000583,C1,20240818,2015918,0.9152,N,D086,NOTE-51090
00000584,A96355,SAMPLE-A-0000584,B2,20230914,8974629,0.7498,N,D852,NOTE-58387
00000585,A73427,SAMPLE-A-0000585,A1,20251022,6426592,0.9787,Y,D677,NOTE-14061
00000586,A85754,SAMPLE-A-0000586,A2,20230727,8090820,0.3756,N,D870,NOTE-49207
00000587,A92228,SAMPLE-A-0000587,B2,20250418,1504058,0.5117,Y,D458,NOTE-46146
00000588,A22091,SAMPLE-A-0000588,A1,20241116,6819974,0.7213,Y,D880,NOTE-68649
00000589,A29468,SAMPLE-A-0000589,A1,20241218,5357243,0.5908,N,D385,NOTE-14072
00000590,A01913,SAMPLE-A-0000590,B2,20240106,3405484,0.3504,N,D500,NOTE-86335
00000591,A60055,SAMPLE-A-0000591,B2,20250716,5250435,0.9466,N,D666,NOTE-65737
00000592,A38213,SAMPLE-A-0000592,A1,20230901,8697131,0.4286,N,D351,NOTE-68369
00000593,A02057,SAMPLE-A-0000593,C1,20230819,1377209,0.7303,Y,D832,NOTE-18455
00000594,A78594,SAMPLE-A-0000594,B2,20240823,3303229,0.2760,N,D999,NOTE-29706
00000595,A20052,SAMPLE-A-0000595,B1,20241114,6660163,0.6464,N,D936,NOTE-58598
00000596,A44980,SAMPLE-A-0000596,A1,20250418,2164215,0.0137,Y,D916,NOTE-61301
00000597,A31638,SAMPLE-A-0000597,B1,20230409,9973819,0.7720,N,D835,NOTE-54362
00000598,A63589,SAMPLE-A-0000598,C1,20241217,2929322,0.7092,N,D910,NOTE-55389
00000599,A91206,SAMPLE-A-0000599,A2,20240720,5537186,0.1029,N,D483,NOTE-76931
00000600,A68036,SAMPLE-A-0000600,C1,20231106,1659460,0.1077,Y,D289,NOTE-06824
00000601,A47843,SAMPLE-A-0000601,C1,20241202,9870256,0.2140,N,D697,NOTE-15627
00000602,A46683,SAMPLE-A-0000602,A1,20230428,6674817,0.1875,Y,D043,NOTE-74794
00000603,A04091,SAMPLE-A-0000603,A2,20230504,0088921,0.1274,N,D109,NOTE-53239
00000604,A65303,SAMPLE-A-0000604,B1,20250908,5388335,0.3008,N,D762,NOTE-55738
00000605,A01100,SAMPLE-A-0000605,C1,20240721,3271682,0.1889,Y,D926,NOTE-82749
00000606,A46655,SAMPLE-A-0000606,A1,20230127,6563055,0.6206,N,D807,NOTE-80927
00000607,A56840,SAMPLE-A-0000607,C1,20240503,8310775,0.4959,Y,D781,NOTE-61142
00000608,A27700,SAMPLE-A-0000608,A2,20250827,6741900,0.8585,Y,D034,NOTE-68163
00000609,A79926,SAMPLE-A-0000609,A2,20250923,4617721,0.2040,N,D514,NOTE-50353
00000610,A85368,SAMPLE-A-0000610,C1,20230806,6789287,0.3103,Y,D932,NOTE-33058
00000611,A04993,SAMPLE-A-0000611,A1,20240612,0270239,0.1326,N,D591,NOTE-75873
00000612,A03013,SAMPLE-A-0000612,B1,20230314,5503085,0.6428,N,D942,NOTE-68136
00000613,A11534,SAMPLE-A-0000613,B1,20251222,3058160,0.5861,Y,D903,NOTE-95196
00000614,A58655,SAMPLE-A-0000614,A1,20230106,6155132,0.6146,Y,D444,NOTE-79114
00000615,A81134,SAMPLE-A-0000615,B1,20230427,3457640,0.7915,Y,D117,NOTE-63801
00000616,A45945,SAMPLE-A-0000616,B1,20230411,0243430,0.2519,Y,D199,NOTE-30846
00000617,A84347,SAMPLE-A-0000617,C1,20230203,7849871,0.3921,Y,D926,NOTE-58793
00000618,A54444,SAMPLE-A-0000618,C1,20250319,0094645,0.4385,N,D668,NOTE-29154
00000619,A35186,SAMPLE-A-0000619,C1,20251027,3085221,0.9207,Y,D830,NOTE-88555
00000620,A96300,SAMPLE-A-0000620,A2,20230920,8415454,0.6978,N,D813,NOTE-36184
00000621,A41315,SAMPLE-A-0000621,C1,20240601,6708210,0.2866,N,D427,NOTE-45362
00000622,A21589,SAMPLE-A-0000622,C1,20240719,9985153,0.7021,Y,D769,NOTE-01079
00000623,A50170,SAMPLE-A-0000623,A1,20230325,1608364,0.8348,N,D420,NOTE-82983
00000624,A16302,SAMPLE-A-0000624,A2,20230414,0408283,0.3092,N,D111,NOTE-69496
00000625,A95173,SAMPLE-A-0000625,B1,20230202,7636837,0.7869,Y,D081,NOTE-94146
00000626,A07072,SAMPLE-A-0000626,B1,20241019,9194533,0.8882,N,D175,NOTE-36772
00000627,A60497,SAMPLE-A-0000627,B2,20240524,8232189,0.3227,Y,D518,NOTE-36175
00000628,A24660,SAMPLE-A-0000628,A2,20231211,3546030,0.7439,N,D200,NOTE-01042
00000629,A45627,SAMPLE-A-0000629,A2,20250721,1135187,0.6422,N,D153,NOTE-53863
00000630,A21615,SAMPLE-A-0000630,A1,20240726,4607778,0.6849,Y,D308,NOTE-86873
00000631,A05347,SAMPLE-A-0000631,A1,20250522,6878300,0.3528,N,D134,NOTE-25011
00000632,A39247,SAMPLE-A-0000632,B2,20230126,3320884,0.7266,N,D010,NOTE-07631
00000633,A72661,SAMPLE-A-0000633,B1,20250222,1426431,0.3154,N,D399,NOTE-27136
00000634,A55643,SAMPLE-A-0000634,C1,20250919,2959011,0.8500,N,D358,NOTE-24728
00000635,A30883,SAMPLE-A-0000635,C1,20240825,6251513,0.2260,N,D206,NOTE-80689
00000636,A89627,SAMPLE-A-0000636,A2,20241114,1689173,0.1461,Y,D608,NOTE-42314
00000637,A15107,SAMPLE-A-0000637,A1,20230827,4596332,0.7708,N,D716,NOTE-14076
00000638,A57509,SAMPLE-A-0000638,A2,20231113,8143530,0.6712,N,D099,NOTE-30687
00000639,A29816,SAMPLE-A-0000639,A2,20251211,0093923,0.5393,Y,D726,NOTE-33434
00000640,A28881,SAMPLE-A-0000640,B1,20250416,6753892,0.7666,N,D786,NOTE-77358
00000641,A66180,SAMPLE-A-0000641,A1,20250623,4506143,0.6243,Y,D849,NOTE-27341
00000642,A06943,SAMPLE-A-0000642,C1,20250522,6522099,0.7268,N,D324,NOTE-96686
00000643,A63045,SAMPLE-A-0000643,B1,20230603,9618536,0.8965,Y,D234,NOTE-69751
00000644,A61501,SAMPLE-A-0000644,B2,20240717,5121189,0.4485,Y,D371,NOTE-84015
00000645,A20393,SAMPLE-A-0000645,B1,20231105,3085946,0.8332,N,D439,NOTE-96376
00000646,A64384,SAMPLE-A-0000646,B1,20250211,6567813,0.5403,N,D886,NOTE-72509
00000647,A26749,SAMPLE-A-0000647,A1,20230921,8051295,0.5538,N,D566,NOTE-04601
00000648,A35210,SAMPLE-A-0000648,B1,20240410,5017691,0.6936,N,D913,NOTE-96284
00000649,A14330,SAMPLE-A-0000649,A2,20251201,2452247,0.6184,N,D400,NOTE-75960
00000650,A74052,SAMPLE-A-0000650,C1,20231227,9688776,0.8382,N,D679,NOTE-93980
00000651,A55821,SAMPLE-A-0000651,A2,20241005,3105215,0.5470,N,D978,NOTE-31304
00000652,A87802,SAMPLE-A-0000652,A1,20240104,8419462,0.0267,Y,D927,NOTE-46451
00000653,A66719,SAMPLE-A-0000653,A2,20231012,6325899,0.6826,Y,D577,NOTE-59163
00000654,A49344,SAMPLE-A-0000654,B2,20230122,9448413,0.4994,N,D315,NOTE-84109
00000655,A55207,SAMPLE-A-0000655,A2,20231205,1799990,0.0027,Y,D810,NOTE-31189
00000656,A68293,SAMPLE-A-0000656,B1,20230314,9765106,0.9709,N,D120,NOTE-95893
00000657,A58099,SAMPLE-A-0000657,C1,20240827,7926767,0.7924,N,D663,NOTE-14503
00000658,A42542,SAMPLE-A-0000658,A1,20240128,9353965,0.4042,Y,D695,NOTE-59856
00000659,A67101,SAMPLE-A-0000659,B2,20250307,2695477,0.0610,N,D879,NOTE-81644
00000660,A07388,SAMPLE-A-0000660,A1,20240803,8008820,0.8359,Y,D115,NOTE-25824
00000661,A03365,SAMPLE-A-0000661,B2,20241116,6540910,0.4793,Y,D442,NOTE-16362
00000662,A11247,SAMPLE-A-0000662,B2,20240617,4528814,0.2806,N,D040,NOTE-33699
00000663,A58985,SAMPLE-A-0000663,B1,20240104,6619046,0.5159,Y,D138,NOTE-31013
00000664,A59485,SAMPLE-A-0000664,A1,20250608,3456092,0.7723,Y,D355,NOTE-47243
00000665,A61291,SAMPLE-A-0000665,B2,20230514,0904505,0.6794,N,D035,NOTE-53132
00000666,A26651,SAMPLE-A-0000666,C1,20230215,3240635,0.3405,Y,D311,NOTE-88053
00000667,A92649,SAMPLE-A-0000667,A2,20250108,6640587,0.4459,Y,D267,NOTE-31427
00000668,A62092,SAMPLE-A-0000668,B1,20230909,2084957,0.8478,N,D136,NOTE-19401
00000669,A75794,SAMPLE-A-0000669,C1,20230114,9321391,0.3383,Y,D929,NOTE-88232
00000670,A12306,SAMPLE-A-0000670,A2,20251218,2483760,0.4289,Y,D283,NOTE-77789
00000671,A16529,SAMPLE-A-0000671,A1,20240403,9842812,0.9256,Y,D221,NOTE-64356
00000672,A15771,SAMPLE-A-0000672,A1,20240909,2784450,0.2735,Y,D980,NOTE-73061
00000673,A61673,SAMPLE-A-0000673,B2,20250322,1184108,0.9177,Y,D160,NOTE-72633
00000674,A65212,SAMPLE-A-0000674,B2,20240202,7798643,0.7753,Y,D391,NOTE-78501
00000675,A62404,SAMPLE-A-0000675,B1,20230422,1328996,0.9791,Y,D566,NOTE-37890
00000676,A32013,SAMPLE-A-0000676,C1,20230525,6512173,0.5018,N,D564,NOTE-28940
00000677,A92912,SAMPLE-A-0000677,C1,20230508,4469296,0.0507,N,D567,NOTE-35604
00000678,A03170,SAMPLE-A-0000678,B2,20240713,7688512,0.6965,Y,D108,NOTE-91831
00000679,A35929,SAMPLE-A-0000679,B2,20230303,9369050,0.9684,N,D715,NOTE-12024
00000680,A01990,SAMPLE-A-0000680,C1,20250708,6803162,0.3398,N,D099,NOTE-52102
00000681,A80540,SAMPLE-A-0000681,B2,20250626,4097157,0.1599,Y,D950,NOTE-27838
00000682,A50748,SAMPLE-A-0000682,B2,20250126,6637353,0.7664,N,D273,NOTE-08561
00000683,A21876,SAMPLE-A-0000683,A1,20241128,4700017,0.9368,Y,D975,NOTE-33074
00000684,A70875,SAMPLE-A-0000684,A2,20230206,0005798,0.7265,Y,D415,NOTE-22497
00000685,A86691,SAMPLE-A-0000685,C1,20240828,7775226,0.0608,N,D491,NOTE-65399
00000686,A33497,SAMPLE-A-0000686,C1,20251004,1034953,0.9356,N,D742,NOTE-54455
00000687,A94690,SAMPLE-A-0000687,A1,20231008,3199216,0.9614,N,D844,NOTE-36884
00000688,A38383,SAMPLE-A-0000688,B1,20230525,1358051,0.3530,N,D056,NOTE-97211
00000689,A11188,SAMPLE-A-0000689,B2,20250224,9263533,0.7627,Y,D370,NOTE-51593
00000690,A51694,SAMPLE-A-0000690,A2,20240810,1258978,0.4668,N,D712,NOTE-28829
00000691,A74834,SAMPLE-A-0000691,C1,20251204,4222776,0.0476,N,D816,NOTE-28182
00000692,A44122,SAMPLE-A-0000692,A1,20250405,9596259,0.1581,Y,D373,NOTE-37851
00000693,A05538,SAMPLE-A-0000693,B2,20230825,7141320,0.4148,N,D637,NOTE-95854
00000694,A92379,SAMPLE-A-0000694,B1,20241222,1145367,0.0704,N,D514,NOTE-78091
00000695,A73675,SAMPLE-A-0000695,C1,20240304,7935521,0.9945,N,D084,NOTE-39219
00000696,A11100,SAMPLE-A-0000696,B1,20250118,9879784,0.4145,Y,D394,NOTE-71165
00000697,A92948,SAMPLE-A-0000697,A1,20250917,2484680,0.5776,N,D655,NOTE-72516
00000698,A35430,SAMPLE-A-0000698,B2,20240526,4563302,0.8759,Y,D660,NOTE-61500
00000699,A98508,SAMPLE-A-0000699,B2,20250701,7846525,0.6662,N,D207,NOTE-55608
00000700,A32707,SAMPLE-A-0000700,B1,20230705,3279900,0.4276,N,D202,NOTE-20372
00000701,A11471,SAMPLE-A-0000701,B1,20231014,1163743,0.4589,Y,D064,NOTE-85928
00000702,A96175,SAMPLE-A-0000702,B2,20241021,4185756,0.4474,N,D785,NOTE-86248
00000703,A25672,SAMPLE-A-0000703,A2,20240909,6669268,0.4115,Y,D418,NOTE-05223
00000704,A80996,SAMPLE-A-0000704,B2,20250812,4364337,0.4005,Y,D804,NOTE-03588
00000705,A67073,SAMPLE-A-0000705,A1,20230321,2508190,0.6796,N,D027,NOTE-26534
00000706,A48064,SAMPLE-A-0000706,B1,20240106,4347516,0.7043,Y,D686,NOTE-66562
00000707,A13933,SAMPLE-A-0000707,C1,20250714,7434243,0.1657,N,D057,NOTE-55629
00000708,A47995,SAMPLE-A-0000708,A2,20230301,2930762,0.9952,N,D057,NOTE-69743
00000709,A15577,SAMPLE-A-0000709,A1,20250403,5778031,0.0641,Y,D711,NOTE-24479
00000710,A27117,SAMPLE-A-0000710,C1,20240218,9143259,0.9023,Y,D866,NOTE-33200
00000711,A32825,SAMPLE-A-0000711,A1,20250304,1344085,0.0575,Y,D576,NOTE-63684
00000712,A44106,SAMPLE-A-0000712,A1,20231202,7857561,0.0835,Y,D341,NOTE-68270
00000713,A50727,SAMPLE-A-0000713,A1,20240327,5803636,0.1877,Y,D764,NOTE-21085
00000714,A99776,SAMPLE-A-0000714,A2,20251128,7979865,0.8741,N,D282,NOTE-26677
00000715,A02408,SAMPLE-A-0000715,A2,20251026,1237834,0.0675,Y,D434,NOTE-79920
00000716,A73723,SAMPLE-A-0000716,B1,20251018,6824459,0.4054,N,D350,NOTE-59528
00000717,A37186,SAMPLE-A-0000717,C1,20250711,4205615,0.3566,N,D307,NOTE-47417
00000718,A36095,SAMPLE-A-0000718,B1,20230228,2644033,0.9817,Y,D494,NOTE-94937
00000719,A61680,SAMPLE-A-0000719,A2,20240826,4590747,0.6384,N,D597,NOTE-73644
00000720,A56218,SAMPLE-A-0000720,B2,20240911,7511167,0.5552,N,D348,NOTE-14005
00000721,A86922,SAMPLE-A-0000721,A1,20241120,0554733,0.3745,Y,D326,NOTE-47408
00000722,A30152,SAMPLE-A-0000722,C1,20230911,2444189,0.8678,N,D650,NOTE-86515
00000723,A05012,SAMPLE-A-0000723,B1,20230817,6054034,0.1191,Y,D746,NOTE-66177
00000724,A09903,SAMPLE-A-0000724,A2,20230813,1370443,0.6643,Y,D336,NOTE-00669
00000725,A42956,SAMPLE-A-0000725,B2,20250704,8826303,0.8402,N,D798,NOTE-87183
00000726,A10308,SAMPLE-A-0000726,A2,20251203,2690127,0.0845,Y,D890,NOTE-54277
00000727,A76584,SAMPLE-A-0000727,B2,20241214,4243273,0.0460,N,D065,NOTE-96056
00000728,A44597,SAMPLE-A-0000728,B2,20251103,1536297,0.4606,N,D288,NOTE-02725
00000729,A27356,SAMPLE-A-0000729,A1,20240521,8851044,0.9542,N,D530,NOTE-68526
00000730,A57584,SAMPLE-A-0000730,A1,20230204,5878778,0.5320,N,D096,NOTE-16421
00000731,A66610,SAMPLE-A-0000731,B2,20230328,9433392,0.4160,N,D550,NOTE-96417
00000732,A07937,SAMPLE-A-0000732,A1,20240303,4741076,0.6585,Y,D625,NOTE-65088
00000733,A52979,SAMPLE-A-0000733,C1,20250623,2219673,0.3640,Y,D902,NOTE-52004
00000734,A25511,SAMPLE-A-0000734,A2,20250117,5897127,0.6548,N,D188,NOTE-30072
00000735,A68483,SAMPLE-A-0000735,A1,20240311,8047119,0.6421,Y,D798,NOTE-31141
00000736,A51981,SAMPLE-A-0000736,C1,20250320,5949984,0.9746,N,D083,NOTE-04650
00000737,A39426,SAMPLE-A-0000737,B2,20230512,3996765,0.6674,N,D030,NOTE-88168
00000738,A81950,SAMPLE-A-0000738,B2,20250808,5992240,0.1620,Y,D278,NOTE-73708
00000739,A86144,SAMPLE-A-0000739,B1,20240825,8822918,0.8852,N,D761,NOTE-33428
00000740,A90234,SAMPLE-A-0000740,B2,20250824,4328386,0.6917,Y,D418,NOTE-83050
00000741,A04547,SAMPLE-A-0000741,B2,20250203,1776020,0.6079,Y,D581,NOTE-02541
00000742,A66172,SAMPLE-A-0000742,B2,20241216,6017861,0.3032,N,D040,NOTE-55868
00000743,A06037,SAMPLE-A-0000743,A1,20240326,2537712,0.8193,Y,D291,NOTE-77426
00000744,A10404,SAMPLE-A-0000744,B1,20241109,9516361,0.3209,Y,D341,NOTE-68629
00000745,A37908,SAMPLE-A-0000745,A2,20230316,7193318,0.7144,N,D288,NOTE-99024
00000746,A84705,SAMPLE-A-0000746,A2,20230802,8910788,0.5391,Y,D451,NOTE-05144
00000747,A72781,SAMPLE-A-0000747,A1,20240215,2823965,0.8941,Y,D302,NOTE-55338
00000748,A77714,SAMPLE-A-0000748,B1,20230326,8148426,0.0700,N,D893,NOTE-65747
00000749,A52222,SAMPLE-A-0000749,B1,20230305,5890653,0.6101,Y,D486,NOTE-20472
00000750,A22784,SAMPLE-A-0000750,C1,20250622,8927449,0.3699,Y,D689,NOTE-27176
00000751,A54941,SAMPLE-A-0000751,A1,20230125,0489268,0.7450,Y,D749,NOTE-03789
00000752,A94690,SAMPLE-A-0000752,B1,20240715,8972815,0.2141,Y,D955,NOTE-19249
00000753,A43026,SAMPLE-A-0000753,B2,20241220,7402441,0.4535,Y,D295,NOTE-96358
00000754,A90927,SAMPLE-A-0000754,A2,20250501,9087114,0.4347,Y,D235,NOTE-27669
00000755,A75799,SAMPLE-A-0000755,A1,20231019,7443589,0.3809,Y,D068,NOTE-44265
00000756,A83892,SAMPLE-A-0000756,A1,20230303,2704443,0.9944,N,D706,NOTE-04312
00000757,A41943,SAMPLE-A-0000757,C1,20240810,0511678,0.7817,N,D275,NOTE-63134
00000758,A84654,SAMPLE-A-0000758,B1,20251014,4007946,0.7351,Y,D346,NOTE-11073
00000759,A83652,SAMPLE-A-0000759,A1,20240227,6090948,0.3414,N,D346,NOTE-00101
00000760,A19467,SAMPLE-A-0000760,C1,20240820,2721608,0.0820,N,D344,NOTE-45615
00000761,A00483,SAMPLE-A-0000761,A1,20240313,0141651,0.6381,Y,D982,NOTE-64168
00000762,A13375,SAMPLE-A-0000762,A1,20230511,1901587,0.9090,N,D537,NOTE-37391
00000763,A78088,SAMPLE-A-0000763,B1,20231219,6102152,0.4154,Y,D176,NOTE-12995
00000764,A47500,SAMPLE-A-0000764,B1,20240917,1547577,0.6607,Y,D833,NOTE-06343
00000765,A40266,SAMPLE-A-0000765,A2,20250328,3838016,0.4470,N,D543,NOTE-58754
00000766,A49965,SAMPLE-A-0000766,B2,20230226,7350802,0.6382,N,D173,NOTE-02648
00000767,A78315,SAMPLE-A-0000767,C1,20240507,9059545,0.1560,N,D435,NOTE-50201
00000768,A58986,SAMPLE-A-0000768,B2,20240910,5964281,0.4683,Y,D209,NOTE-22357
00000769,A53482,SAMPLE-A-0000769,B2,20231020,3583907,0.7069,Y,D870,NOTE-99201
00000770,A92993,SAMPLE-A-0000770,C1,20230118,5751704,0.0205,Y,D243,NOTE-12454
00000771,A67285,SAMPLE-A-0000771,B2,20230405,9017480,0.6875,Y,D212,NOTE-77234
00000772,A28248,SAMPLE-A-0000772,A1,20240607,4464474,0.3694,N,D652,NOTE-25111
00000773,A26947,SAMPLE-A-0000773,B2,20241011,2289117,0.0246,N,D156,NOTE-37743
00000774,A12019,SAMPLE-A-0000774,C1,20230202,5382957,0.7905,Y,D175,NOTE-94592
00000775,A88808,SAMPLE-A-0000775,A1,20240419,7911815,0.8808,N,D339,NOTE-67609
00000776,A82961,SAMPLE-A-0000776,B2,20230912,3965631,0.5938,N,D973,NOTE-65553
00000777,A06203,SAMPLE-A-0000777,C1,20231211,2313514,0.0467,Y,D699,NOTE-51460
00000778,A09948,SAMPLE-A-0000778,A2,20250522,9031008,0.9588,N,D462,NOTE-71864
00000779,A55524,SAMPLE-A-0000779,B1,20230214,2313303,0.8676,Y,D268,NOTE-66770
00000780,A95611,SAMPLE-A-0000780,B2,20240324,7891986,0.1797,Y,D671,NOTE-21868
00000781,A90818,SAMPLE-A-0000781,A2,20240406,5273079,0.8924,N,D775,NOTE-68286
00000782,A91438,SAMPLE-A-0000782,B1,20230704,9186677,0.3016,N,D491,NOTE-84069
00000783,A00538,SAMPLE-A-0000783,B1,20230223,0625101,0.6098,N,D891,NOTE-45787
00000784,A10337,SAMPLE-A-0000784,A2,20230109,9111495,0.6934,N,D336,NOTE-67101
00000785,A81657,SAMPLE-A-0000785,A2,20251003,6605458,0.7631,Y,D759,NOTE-93943
00000786,A27538,SAMPLE-A-0000786,A2,20231123,8422742,0.5920,N,D768,NOTE-76569
00000787,A03433,SAMPLE-A-0000787,B2,20230219,2426781,0.2872,N,D721,NOTE-42508
00000788,A65370,SAMPLE-A-0000788,B1,20240702,7939136,0.3585,Y,D033,NOTE-64267
00000789,A22363,SAMPLE-A-0000789,A1,20240911,5384693,0.5472,N,D781,NOTE-60956
00000790,A57221,SAMPLE-A-0000790,A2,20250103,3742294,0.1116,N,D807,NOTE-41869
00000791,A29937,SAMPLE-A-0000791,B2,20251218,5828302,0.2621,Y,D451,NOTE-66878
00000792,A05911,SAMPLE-A-0000792,A1,20231104,2602736,0.1773,Y,D776,NOTE-25385
00000793,A64320,SAMPLE-A-0000793,B1,20240422,0435565,0.8548,N,D257,NOTE-37752
00000794,A36801,SAMPLE-A-0000794,B2,20240505,2454059,0.0715,Y,D596,NOTE-63375
00000795,A30109,SAMPLE-A-0000795,B1,20240613,5467938,0.8802,N,D524,NOTE-12553
00000796,A48840,SAMPLE-A-0000796,A2,20240426,0775945,0.0664,N,D720,NOTE-04458
00000797,A16922,SAMPLE-A-0000797,B2,20230608,8262731,0.1337,Y,D089,NOTE-99115
00000798,A80982,SAMPLE-A-0000798,B2,20240216,2464473,0.2726,Y,D845,NOTE-11655
00000799,A86983,SAMPLE-A-0000799,B1,20230827,9132307,0.1079,Y,D994,NOTE-68582
00000800,A46938,SAMPLE-A-0000800,B1,20240309,2519766,0.8561,Y,D306,NOTE-60249
00000801,A70472,SAMPLE-A-0000801,B2,20241219,0032211,0.7600,N,D648,NOTE-52308
00000802,A33987,SAMPLE-A-0000802,A2,20250204,7075827,0.5431,Y,D113,NOTE-19664
00000803,A62858,SAMPLE-A-0000803,C1,20240614,0406220,0.0309,N,D097,NOTE-46491
00000804,A34560,SAMPLE-A-0000804,A1,20241221,5920777,0.8820,N,D571,NOTE-54964
00000805,A80744,SAMPLE-A-0000805,B1,20240303,3349148,0.5789,Y,D313,NOTE-49047
00000806,A87168,SAMPLE-A-0000806,C1,20250310,7101320,0.4731,Y,D485,NOTE-99323
00000807,A45982,SAMPLE-A-0000807,C1,20240627,8589409,0.9507,Y,D960,NOTE-19353
00000808,A08874,SAMPLE-A-0000808,B2,20231227,5551166,0.6584,Y,D742,NOTE-06719
00000809,A17763,SAMPLE-A-0000809,B1,20230213,3760089,0.8041,Y,D543,NOTE-89632
00000810,A65134,SAMPLE-A-0000810,A1,20230123,5452473,0.7374,N,D743,NOTE-26020
00000811,A32498,SAMPLE-A-0000811,A2,20250628,3907297,0.5327,Y,D281,NOTE-08460
00000812,A18242,SAMPLE-A-0000812,C1,20240910,9214857,0.6570,N,D598,NOTE-18040
00000813,A67564,SAMPLE-A-0000813,C1,20241028,6852206,0.6602,N,D313,NOTE-86235
00000814,A39362,SAMPLE-A-0000814,A1,20230618,0528798,0.3989,Y,D601,NOTE-32660
00000815,A58491,SAMPLE-A-0000815,A1,20240418,2538568,0.4420,N,D895,NOTE-81843
00000816,A48105,SAMPLE-A-0000816,B2,20240126,0563991,0.2828,N,D173,NOTE-61572
00000817,A89045,SAMPLE-A-0000817,B2,20241109,8448273,0.9253,Y,D662,NOTE-75106
00000818,A35729,SAMPLE-A-0000818,B1,20230521,0140626,0.5834,N,D959,NOTE-49173
00000819,A63975,SAMPLE-A-0000819,C1,20240121,4018871,0.9859,Y,D319,NOTE-82709
00000820,A12154,SAMPLE-A-0000820,C1,20240510,9329527,0.3831,Y,D061,NOTE-92487
00000821,A63554,SAMPLE-A-0000821,C1,20230108,7028396,0.7614,N,D712,NOTE-76398
00000822,A47346,SAMPLE-A-0000822,B1,20230224,0116860,0.5353,N,D729,NOTE-66442
00000823,A13935,SAMPLE-A-0000823,B2,20250512,7160968,0.8256,N,D726,NOTE-77805
00000824,A17761,SAMPLE-A-0000824,A1,20240203,8699021,0.6458,N,D288,NOTE-17776
00000825,A45456,SAMPLE-A-0000825,B1,20240601,1692956,0.7338,N,D552,NOTE-76362
00000826,A90328,SAMPLE-A-0000826,A1,20231021,3499999,0.8556,N,D482,NOTE-48149
00000827,A39460,SAMPLE-A-0000827,A1,20240414,7177493,0.6812,N,D594,NOTE-42627
