key1,key2,a_name,b_status,処理済み
00000028,00000177,SAMPLE-A-0000028,DONE,FALSE
00000078,00000464,SAMPLE-A-0000078,OPEN,FALSE
00000006,00000751,SAMPLE-A-0000006,VOID,FALSE
00000201,00000038,SAMPLE-A-0000201,OPEN,FALSE
00000035,00000325,SAMPLE-A-0000035,OPEN,FALSE
00000668,00000612,SAMPLE-A-0000668,VOID,FALSE
00000162,00000899,SAMPLE-A-0000162,OPEN,FALSE
00000022,00000473,SAMPLE-A-0000022,OPEN,FALSE
00000338,00000760,SAMPLE-A-0000338,DONE,FALSE
00000413,00000908,SAMPLE-A-0000413,OPEN,FALSE
00000555,00000195,SAMPLE-A-0000555,HOLD,FALSE
00000470,00000482,SAMPLE-A-0000470,DONE,FALSE
00000056,00000769,SAMPLE-A-0000056,VOID,FALSE
00000411,00000056,SAMPLE-A-0000411,DONE,FALSE
00000055,00000343,SAMPLE-A-0000055,DONE,FALSE
00000281,00000630,SAMPLE-A-0000281,OPEN,FALSE
00000464,00000917,SAMPLE-A-0000464,DONE,FALSE
00000135,00000204,SAMPLE-A-0000135,DONE,FALSE
00000124,00000491,SAMPLE-A-0000124,VOID,FALSE
00000552,00000778,SAMPLE-A-0000552,HOLD,FALSE
00000308,00000065,SAMPLE-A-0000308,OPEN,FALSE
00000049,00000352,SAMPLE-A-0000049,DONE,FALSE
00000114,00000639,SAMPLE-A-0000114,VOID,FALSE
00000284,00000213,SAMPLE-A-0000284,OPEN,FALSE
00000202,00000500,SAMPLE-A-0000202,HOLD,FALSE
00000048,00000787,SAMPLE-A-0000048,OPEN,FALSE
00000512,00000074,SAMPLE-A-0000512,VOID,FALSE
00000628,00000935,SAMPLE-A-0000628,HOLD,FALSE
00000408,00000222,SAMPLE-A-0000408,VOID,FALSE
00000081,00000796,SAMPLE-A-0000081,DONE,FALSE
00000492,00000083,SAMPLE-A-0000492,HOLD,FALSE
00000144,00000370,SAMPLE-A-0000144,HOLD,FALSE
00000137,00000657,SAMPLE-A-0000137,DONE,FALSE
00000629,00000944,SAMPLE-A-0000629,VOID,FALSE
00000426,00000231,SAMPLE-A-0000426,HOLD,FALSE
00000204,00000805,SAMPLE-A-0000204,OPEN,FALSE
00000440,00000092,SAMPLE-A-0000440,DONE,FALSE
00000210,00000666,SAMPLE-A-0000210,HOLD,FALSE
00000597,00000953,SAMPLE-A-0000597,OPEN,FALSE
00000652,00000527,SAMPLE-A-0000652,DONE,FALSE
00000456,00000814,SAMPLE-A-0000456,OPEN,FALSE
00000333,00000101,SAMPLE-A-0000333,VOID,FALSE
00000309,00000675,SAMPLE-A-0000309,VOID,FALSE
00000021,00000249,SAMPLE-A-0000021,VOID,FALSE
00000625,00000110,SAMPLE-A-0000625,HOLD,FALSE
00000522,00000397,SAMPLE-A-0000522,VOID,FALSE
00000672,00000971,SAMPLE-A-0000672,VOID,FALSE
00000609,00000832,SAMPLE-A-0000609,VOID,FALSE
00000205,00000119,SAMPLE-A-0000205,HOLD,FALSE
00000260,00000406,SAMPLE-A-0000260,VOID,FALSE
00000051,00000693,SAMPLE-A-0000051,VOID,FALSE
00000071,00000980,SAMPLE-A-0000071,VOID,FALSE
00000038,00000554,SAMPLE-A-0000038,VOID,FALSE
00000319,00000128,SAMPLE-A-0000319,VOID,FALSE
00000503,00000415,SAMPLE-A-0000503,OPEN,FALSE
00000707,00000702,SAMPLE-A-0000707,DONE,FALSE
00000402,00000563,SAMPLE-A-0000402,HOLD,FALSE
00000501,00000137,SAMPLE-A-0000501,DONE,FALSE
00000590,00000424,SAMPLE-A-0000590,OPEN,FALSE
00000001,00000711,SAMPLE-A-0000001,VOID,FALSE
00000160,00000998,SAMPLE-A-0000160,HOLD,FALSE
00000287,00000285,SAMPLE-A-0000287,OPEN,FALSE
00000414,00000572,SAMPLE-A-0000414,DONE,FALSE
00000615,00000859,SAMPLE-A-0000615,VOID,FALSE
00000020,00000146,SAMPLE-A-0000020,HOLD,FALSE
00000665,00000433,SAMPLE-A-0000665,VOID,FALSE
00000158,00000720,SAMPLE-A-0000158,OPEN,FALSE
00000288,00000007,SAMPLE-A-0000288,OPEN,FALSE
00000030,00000294,SAMPLE-A-0000030,HOLD,FALSE
00000404,00000581,SAMPLE-A-0000404,DONE,FALSE
00000044,00000868,SAMPLE-A-0000044,OPEN,FALSE
