key1,key2,a_name,b_status,b_memo
00000374,00000042,SAMPLE-A-0000374,OPEN,MEMO-28764
00000648,00000329,SAMPLE-A-0000648,VOID,MEMO-04372
00000621,00000616,SAMPLE-A-0000621,HOLD,MEMO-28922
00000445,00000903,SAMPLE-A-0000445,VOID,MEMO-86132
00000002,00000190,SAMPLE-A-0000002,OPEN,MEMO-15837
00000246,00000477,SAMPLE-A-0000246,VOID,MEMO-65838
00000195,00000764,SAMPLE-A-0000195,DONE,MEMO-85922
00000109,00000051,SAMPLE-A-0000109,VOID,MEMO-56343
00000475,00000338,SAMPLE-A-0000475,HOLD,MEMO-75739
00000207,00000625,SAMPLE-A-0000207,OPEN,MEMO-80810
00000060,00000912,SAMPLE-A-0000060,VOID,MEMO-97017
00000239,00000486,SAMPLE-A-0000239,VOID,MEMO-85660
00000154,00000060,SAMPLE-A-0000154,DONE,MEMO-76711
00000307,00000347,SAMPLE-A-0000307,HOLD,MEMO-66493
00000705,00000634,SAMPLE-A-0000705,HOLD,MEMO-85862
00000437,00000921,SAMPLE-A-0000437,OPEN,MEMO-16666
00000085,00000208,SAMPLE-A-0000085,OPEN,MEMO-10162
00000050,00000495,SAMPLE-A-0000050,VOID,MEMO-71193
00000452,00000069,SAMPLE-A-0000452,VOID,MEMO-63170
00000345,00000356,SAMPLE-A-0000345,VOID,MEMO-92005
00000433,00000643,SAMPLE-A-0000433,HOLD,MEMO-67938
00000157,00000930,SAMPLE-A-0000157,HOLD,MEMO-98100
00000005,00000504,SAMPLE-A-0000005,HOLD,MEMO-92383
00000177,00000791,SAMPLE-A-0000177,VOID,MEMO-19202
00000165,00000078,SAMPLE-A-0000165,OPEN,MEMO-12311
00000198,00000365,SAMPLE-A-0000198,DONE,MEMO-63892
00000194,00000652,SAMPLE-A-0000194,VOID,MEMO-48074
00000389,00000939,SAMPLE-A-0000389,VOID,MEMO-58985
00000355,00000226,SAMPLE-A-0000355,DONE,MEMO-86851
00000502,00000513,SAMPLE-A-0000502,HOLD,MEMO-44878
00000182,00000800,SAMPLE-A-0000182,OPEN,MEMO-34319
00000262,00000087,SAMPLE-A-0000262,OPEN,MEMO-36108
00000687,00000374,SAMPLE-A-0000687,HOLD,MEMO-25100
00000247,00000809,SAMPLE-A-0000247,HOLD,MEMO-98832
00000286,00000383,SAMPLE-A-0000286,HOLD,MEMO-69922
00000099,00000670,SAMPLE-A-0000099,OPEN,MEMO-11087
00000337,00000957,SAMPLE-A-0000337,VOID,MEMO-98216
00000091,00000818,SAMPLE-A-0000091,DONE,MEMO-64717
00000335,00000105,SAMPLE-A-0000335,HOLD,MEMO-37890
00000547,00000392,SAMPLE-A-0000547,DONE,MEMO-85662
00000610,00000679,SAMPLE-A-0000610,DONE,MEMO-07946
00000396,00000966,SAMPLE-A-0000396,VOID,MEMO-12896
00000173,00000253,SAMPLE-A-0000173,HOLD,MEMO-95936
00000599,00000540,SAMPLE-A-0000599,HOLD,MEMO-87594
00000485,00000827,SAMPLE-A-0000485,HOLD,MEMO-40399
00000474,00000114,SAMPLE-A-0000474,DONE,MEMO-84740
00000688,00000401,SAMPLE-A-0000688,HOLD,MEMO-00668
00000583,00000688,SAMPLE-A-0000583,OPEN,MEMO-19602
00000544,00000975,SAMPLE-A-0000544,DONE,MEMO-60351
00000321,00000549,SAMPLE-A-0000321,DONE,MEMO-07328
00000254,00000836,SAMPLE-A-0000254,DONE,MEMO-06034
00000163,00000410,SAMPLE-A-0000163,VOID,MEMO-61048
00000468,00000697,SAMPLE-A-0000468,OPEN,MEMO-68045
00000057,00000984,SAMPLE-A-0000057,VOID,MEMO-68522
00000145,00000271,SAMPLE-A-0000145,OPEN,MEMO-02284
00000156,00000558,SAMPLE-A-0000156,VOID,MEMO-04223
00000256,00000845,SAMPLE-A-0000256,HOLD,MEMO-14319
00000439,00000132,SAMPLE-A-0000439,HOLD,MEMO-95627
00000328,00000419,SAMPLE-A-0000328,DONE,MEMO-23828
00000039,00000993,SAMPLE-A-0000039,DONE,MEMO-41667
00000647,00000280,SAMPLE-A-0000647,DONE,MEMO-80075
00000118,00000567,SAMPLE-A-0000118,DONE,MEMO-85106
00000365,00000854,SAMPLE-A-0000365,VOID,MEMO-59381
00000376,00000141,SAMPLE-A-0000376,VOID,MEMO-45896
00000272,00000428,SAMPLE-A-0000272,DONE,MEMO-46773
00000133,00000002,SAMPLE-A-0000133,HOLD,MEMO-16118
00000454,00000289,SAMPLE-A-0000454,OPEN,MEMO-85273
00000277,00000576,SAMPLE-A-0000277,VOID,MEMO-25113
00001010,00000863,,VOID,MEMO-37799
00000392,00000437,SAMPLE-A-0000392,HOLD,MEMO-35599
00000136,00000011,SAMPLE-A-0000136,VOID,MEMO-56586
00000086,00000298,SAMPLE-A-0000086,HOLD,MEMO-93635
00000409,00000585,SAMPLE-A-0000409,HOLD,MEMO-36462
00000387,00000872,SAMPLE-A-0000387,DONE,MEMO-82879
00000206,00000446,SAMPLE-A-0000206,HOLD,MEMO-10721
00000415,00000733,SAMPLE-A-0000415,HOLD,MEMO-72865
00000161,00000020,SAMPLE-A-0000161,HOLD,MEMO-90790
00000481,00000307,SAMPLE-A-0000481,DONE,MEMO-10340
00000083,00000881,SAMPLE-A-0000083,HOLD,MEMO-95825
00000320,00000455,SAMPLE-A-0000320,VOID,MEMO-16013
00000675,00000029,SAMPLE-A-0000675,VOID,MEMO-06146
00000074,00000890,SAMPLE-A-0000074,DONE,MEMO-45476
00000028,00000177,SAMPLE-A-0000028,DONE,MEMO-03809
00000078,00000464,SAMPLE-A-0000078,OPEN,MEMO-64559
00000006,00000751,SAMPLE-A-0000006,VOID,MEMO-13171
00000201,00000038,SAMPLE-A-0000201,OPEN,MEMO-58607
00000035,00000325,SAMPLE-A-0000035,OPEN,MEMO-56860
00000668,00000612,SAMPLE-A-0000668,VOID,MEMO-39136
00000162,00000899,SAMPLE-A-0000162,OPEN,MEMO-29372
00000022,00000473,SAMPLE-A-0000022,OPEN,MEMO-18634
00000338,00000760,SAMPLE-A-0000338,DONE,MEMO-22272
00000413,00000908,SAMPLE-A-0000413,OPEN,MEMO-68902
00000555,00000195,SAMPLE-A-0000555,HOLD,MEMO-25251
00000470,00000482,SAMPLE-A-0000470,DONE,MEMO-74755
00000056,00000769,SAMPLE-A-0000056,VOID,MEMO-38763
00000411,00000056,SAMPLE-A-0000411,DONE,MEMO-68151
00000055,00000343,SAMPLE-A-0000055,DONE,MEMO-63462
00000281,00000630,SAMPLE-A-0000281,OPEN,MEMO-95548
00000464,00000917,SAMPLE-A-0000464,DONE,MEMO-06723
00000135,00000204,SAMPLE-A-0000135,DONE,MEMO-73485
00000124,00000491,SAMPLE-A-0000124,VOID,MEMO-20051
00000552,00000778,SAMPLE-A-0000552,HOLD,MEMO-93067
00000308,00000065,SAMPLE-A-0000308,OPEN,MEMO-10411
00000049,00000352,SAMPLE-A-0000049,DONE,MEMO-27639
00000114,00000639,SAMPLE-A-0000114,VOID,MEMO-22155
00000284,00000213,SAMPLE-A-0000284,OPEN,MEMO-07757
00000202,00000500,SAMPLE-A-0000202,HOLD,MEMO-90136
00000048,00000787,SAMPLE-A-0000048,OPEN,MEMO-27295
00000512,00000074,SAMPLE-A-0000512,VOID,MEMO-48791
00000628,00000935,SAMPLE-A-0000628,HOLD,MEMO-67015
00000408,00000222,SAMPLE-A-0000408,VOID,MEMO-59571
00000081,00000796,SAMPLE-A-0000081,DONE,MEMO-04125
00000492,00000083,SAMPLE-A-0000492,HOLD,MEMO-91099
00000144,00000370,SAMPLE-A-0000144,HOLD,MEMO-35658
00000137,00000657,SAMPLE-A-0000137,DONE,MEMO-80463
00000629,00000944,SAMPLE-A-0000629,VOID,MEMO-45332
00000426,00000231,SAMPLE-A-0000426,HOLD,MEMO-34381
00000204,00000805,SAMPLE-A-0000204,OPEN,MEMO-10288
00000440,00000092,SAMPLE-A-0000440,DONE,MEMO-20032
00000210,00000666,SAMPLE-A-0000210,HOLD,MEMO-01777
00000597,00000953,SAMPLE-A-0000597,OPEN,MEMO-93555
00000652,00000527,SAMPLE-A-0000652,DONE,MEMO-55479
00000456,00000814,SAMPLE-A-0000456,OPEN,MEMO-52099
00000333,00000101,SAMPLE-A-0000333,VOID,MEMO-13927
00000309,00000675,SAMPLE-A-0000309,VOID,MEMO-20906
00000021,00000249,SAMPLE-A-0000021,VOID,MEMO-87778
00000625,00000110,SAMPLE-A-0000625,HOLD,MEMO-57511
00000522,00000397,SAMPLE-A-0000522,VOID,MEMO-42937
00000672,00000971,SAMPLE-A-0000672,VOID,MEMO-49745
00000609,00000832,SAMPLE-A-0000609,VOID,MEMO-83125
00000205,00000119,SAMPLE-A-0000205,HOLD,MEMO-99344
00000260,00000406,SAMPLE-A-0000260,VOID,MEMO-19322
00000051,00000693,SAMPLE-A-0000051,VOID,MEMO-21918
00000071,00000980,SAMPLE-A-0000071,VOID,MEMO-29155
00000038,00000554,SAMPLE-A-0000038,VOID,MEMO-83227
00000319,00000128,SAMPLE-A-0000319,VOID,MEMO-21404
00000503,00000415,SAMPLE-A-0000503,OPEN,MEMO-67218
00000707,00000702,SAMPLE-A-0000707,DONE,MEMO-22239
00000402,00000563,SAMPLE-A-0000402,HOLD,MEMO-11483
00000501,00000137,SAMPLE-A-0000501,DONE,MEMO-66661
00000590,00000424,SAMPLE-A-0000590,OPEN,MEMO-88436
00000001,00000711,SAMPLE-A-0000001,VOID,MEMO-85147
00000160,00000998,SAMPLE-A-0000160,HOLD,MEMO-04452
00000287,00000285,SAMPLE-A-0000287,OPEN,MEMO-60109
00000414,00000572,SAMPLE-A-0000414,DONE,MEMO-73424
00000615,00000859,SAMPLE-A-0000615,VOID,MEMO-06113
00000020,00000146,SAMPLE-A-0000020,HOLD,MEMO-24349
00000665,00000433,SAMPLE-A-0000665,VOID,MEMO-88542
00000158,00000720,SAMPLE-A-0000158,OPEN,MEMO-01139
00000288,00000007,SAMPLE-A-0000288,OPEN,MEMO-63550
00000030,00000294,SAMPLE-A-0000030,HOLD,MEMO-57637
00000404,00000581,SAMPLE-A-0000404,DONE,MEMO-49169
00000044,00000868,SAMPLE-A-0000044,OPEN,MEMO-25448
