key1,key2,b_ref,b_date,b_qty,b_unit,b_total,b_status,b_line,b_memo
00000243,00000618,REF-00000243,20240827,792,11282,08935344,VOID,001,MEMO-91929
00000401,00000905,REF-00000401,20230608,695,37212,25862340,DONE,001,MEMO-44135
00000084,00000192,REF-00000084,20230106,351,56493,19829043,HOLD,001,MEMO-40406
00000045,00000479,REF-00000045,20241110,189,55973,10578897,DONE,001,MEMO-05814
00000682,00000766,REF-00000682,20230419,873,23312,20351376,OPEN,001,MEMO-95311
00000692,00000053,REF-00000692,20250201,788,37585,29616980,VOID,001,MEMO-69797
00000549,00000340,REF-00000549,20240523,681,92109,62726229,VOID,001,MEMO-89282
00000684,00000627,REF-00000684,20240225,433,65682,28440306,HOLD,001,MEMO-89350
00000120,00000914,REF-00000120,20230907,438,47905,20982390,HOLD,001,MEMO-70211
00000119,00000201,REF-00000119,20250120,319,63153,20145807,VOID,002,MEMO-60574
00000473,00000488,REF-00000473,20240924,795,31096,24721320,OPEN,001,MEMO-13657
00000038,00000775,REF-00000038,20241127,388,77334,30005592,HOLD,001,MEMO-11993
00000133,00000062,REF-00000133,20231116,899,37966,34131434,VOID,002,MEMO-89638
00000110,00000349,REF-00000110,20250205,634,11364,07204776,OPEN,002,MEMO-92899
00000398,00000636,REF-00000398,20230912,623,43434,27059382,HOLD,001,MEMO-74222
00000487,00000923,REF-00000487,20251209,243,33943,08248149,DONE,001,MEMO-11820
00000155,00000210,REF-00000155,20241213,249,95944,23890056,VOID,002,MEMO-94964
00000421,00000497,REF-00000421,20240714,406,18159,07372554,DONE,001,MEMO-99104
00000132,00000784,REF-00000132,20250818,154,35633,05487482,DONE,001,MEMO-29800
00000693,00000071,REF-00000693,20250824,857,03127,02679839,DONE,001,MEMO-77416
00000500,00000358,REF-00000500,20250222,583,90454,52734682,OPEN,001,MEMO-37875
00000565,00000645,REF-00000565,20230509,548,60495,33151260,HOLD,001,MEMO-71273
00000085,00000932,REF-00000085,20250603,972,06463,06282036,OPEN,002,MEMO-85239
00000593,00000219,REF-00000593,20231012,128,91915,11765120,DONE,001,MEMO-77603
00000314,00000506,REF-00000314,20240725,990,66260,65597400,DONE,001,MEMO-22945
00000617,00000793,REF-00000617,20240411,385,50425,19413625,VOID,001,MEMO-62831
00000375,00000080,REF-00000375,20240801,191,86671,16554161,DONE,001,MEMO-00961
00000184,00000367,REF-00000184,20230807,411,34370,14126070,OPEN,002,MEMO-61086
00000105,00000654,REF-00000105,20240602,986,06684,06590424,HOLD,002,MEMO-47865
00000122,00000941,REF-00000122,20230710,861,33838,29134518,DONE,001,MEMO-92731
00000582,00000228,REF-00000582,20230922,853,78554,67006562,HOLD,001,MEMO-41547
00000023,00000515,REF-00000023,20240116,450,95518,42983100,OPEN,003,MEMO-07492
00000347,00000802,REF-00000347,20251015,138,85816,11842608,OPEN,001,MEMO-28504
00000416,00000089,REF-00000416,20250713,075,65964,04947300,HOLD,001,MEMO-32146
00000039,00000376,REF-00000039,20230426,438,54824,24012912,OPEN,001,MEMO-22199
00000015,00000663,REF-00000015,20231111,784,46135,36169840,OPEN,002,MEMO-33163
00000089,00000950,REF-00000089,20251116,707,41862,29596434,OPEN,001,MEMO-54929
00000145,00000237,REF-00000145,20250528,725,62989,45667025,OPEN,002,MEMO-14498
00000305,00000524,REF-00000305,20240621,773,24614,19026622,OPEN,001,MEMO-09233
00000495,00000811,REF-00000495,20230507,128,97743,12511104,HOLD,001,MEMO-06588
00000188,00000098,REF-00000188,20250415,456,15372,07009632,DONE,001,MEMO-26343
00001002,00000385,REF-00001002,20241002,768,54864,42135552,HOLD,001,MEMO-33294
00000509,00000672,REF-00000509,20230608,284,04524,01284816,HOLD,001,MEMO-19386
00000422,00000959,REF-00000422,20230910,317,56348,17862316,HOLD,001,MEMO-68753
00000020,00000246,REF-00000020,20231215,786,91156,71648616,HOLD,003,MEMO-51107
00000172,00000533,REF-00000172,20240423,503,07994,04020982,VOID,002,MEMO-31001
00000352,00000820,REF-00000352,20250505,766,96273,73745118,VOID,001,MEMO-74837
00000188,00000107,REF-00000188,20230127,943,74878,70609954,HOLD,002,MEMO-89698
00000510,00000394,REF-00000510,20240919,590,86514,51043260,OPEN,001,MEMO-86135
00000030,00000681,REF-00000030,20230923,890,20907,18607230,HOLD,003,MEMO-47750
00000546,00000968,REF-00000546,20240917,222,10496,02330112,VOID,001,MEMO-15730
00000033,00000255,REF-00000033,20231003,534,93875,50129250,DONE,003,MEMO-26037
00000013,00000542,REF-00000013,20250320,290,46685,13538650,HOLD,002,MEMO-01054
00000592,00000829,REF-00000592,20240402,266,38737,10304042,VOID,001,MEMO-16500
00000526,00000116,REF-00000526,20241128,117,16653,01948401,DONE,001,MEMO-52124
00000021,00000403,REF-00000021,20230924,534,67901,36259134,HOLD,001,MEMO-13222
00000088,00000690,REF-00000088,20240209,464,22166,10285024,DONE,002,MEMO-73877
00000403,00000977,REF-00000403,20230806,540,01772,00956880,VOID,001,MEMO-46072
00000024,00000264,REF-00000024,20230802,049,38382,01880718,VOID,001,MEMO-52383
00000210,00000551,REF-00000210,20251202,368,46875,17250000,VOID,002,MEMO-20910
00000640,00000838,REF-00000640,20231220,529,18530,09802370,OPEN,001,MEMO-39973
00000143,00000125,REF-00000143,20231027,515,77911,40124165,VOID,002,MEMO-40032
00000516,00000412,REF-00000516,20230602,012,80115,00961380,HOLD,001,MEMO-57089
00000451,00000699,REF-00000451,20251128,828,33912,28079136,OPEN,001,MEMO-69033
00000639,00000986,REF-00000639,20250628,131,33314,04364134,OPEN,001,MEMO-35718
00000166,00000273,REF-00000166,20240224,695,46579,32372405,HOLD,002,MEMO-44771
00000052,00000560,REF-00000052,20230221,303,49579,15022437,DONE,002,MEMO-71811
00000534,00000847,REF-00000534,20240226,437,97997,42824689,OPEN,001,MEMO-82454
00000163,00000134,REF-00000163,20230525,146,25657,03745922,HOLD,002,MEMO-43089
00000634,00000421,REF-00000634,20230725,791,26239,20755049,VOID,001,MEMO-21759
00000442,00000708,REF-00000442,20250507,931,94829,88285799,VOID,001,MEMO-17402
00000517,00000995,REF-00000517,20240123,827,82668,68366436,OPEN,001,MEMO-49076
00000123,00000282,REF-00000123,20241009,510,01170,00596700,HOLD,001,MEMO-81555
00000081,00000569,REF-00000081,20241108,898,84402,75792996,HOLD,001,MEMO-05133
00000203,00000856,REF-00000203,20230521,426,44924,19137624,HOLD,001,MEMO-12435
00000242,00000143,REF-00000242,20230919,375,60745,22779375,OPEN,001,MEMO-06651
00000037,00000430,REF-00000037,20230119,828,40565,33587820,HOLD,003,MEMO-31574
00000002,00000717,REF-00000002,20230428,779,24910,19404890,OPEN,002,MEMO-23011
00000156,00000004,REF-00000156,20251003,728,62614,45582992,HOLD,002,MEMO-76603
00000007,00000291,REF-00000007,20241223,417,04976,02074992,VOID,002,MEMO-16683
00000311,00000578,REF-00000311,20250615,974,15767,15357058,OPEN,001,MEMO-73527
00000028,00000865,REF-00000028,20250928,395,88252,34859540,OPEN,003,MEMO-84879
00000150,00000152,REF-00000150,20240310,489,25273,12358497,VOID,002,MEMO-55672
00000331,00000439,REF-00000331,20250915,211,38259,08072649,DONE,001,MEMO-90457
00000471,00000726,REF-00000471,20250710,147,81986,12051942,OPEN,001,MEMO-19926
00000040,00000013,REF-00000040,20230706,489,78364,38319996,VOID,003,MEMO-62189
00000102,00000300,REF-00000102,20230728,589,48976,28846864,OPEN,002,MEMO-48585
00000131,00000587,REF-00000131,20250612,927,50680,46980360,VOID,001,MEMO-50813
00000174,00000874,REF-00000174,20231018,774,06813,05273262,DONE,002,MEMO-10035
00000080,00000161,REF-00000080,20240824,452,99085,44786420,VOID,001,MEMO-09706
00000514,00000448,REF-00000514,20251025,576,27180,15655680,OPEN,001,MEMO-32390
00000270,00000735,REF-00000270,20250609,494,01298,00641212,VOID,001,MEMO-34071
00000029,00000022,REF-00000029,20240419,207,39871,08253297,VOID,002,MEMO-97271
00000023,00000309,REF-00000023,20250119,565,26762,15120530,DONE,001,MEMO-03374
00000643,00000596,REF-00000643,20250611,443,63957,28332951,OPEN,001,MEMO-80208
00000430,00000883,REF-00000430,20240105,641,65404,41923964,OPEN,001,MEMO-77525
00000049,00000170,REF-00000049,20230401,546,94269,51470874,OPEN,003,MEMO-60496
00000162,00000457,REF-00000162,20240417,281,82584,23206104,VOID,002,MEMO-78676
00000065,00000744,REF-00000065,20230820,514,93509,48063626,OPEN,001,MEMO-13295
00000071,00000031,REF-00000071,20240128,314,40866,12831924,OPEN,002,MEMO-56687
00000316,00000318,REF-00000316,20230415,544,21784,11850496,VOID,001,MEMO-98584
00000168,00000605,REF-00000168,20230916,212,10968,02325216,DONE,002,MEMO-19965
00000058,00000892,REF-00000058,20230409,863,77636,66999868,OPEN,001,MEMO-34781
00000417,00000179,REF-00000417,20250203,745,18733,13956085,OPEN,001,MEMO-91813
00001001,00000466,REF-00001001,20240326,427,80950,34565650,DONE,001,MEMO-27703
00000318,00000753,REF-00000318,20240614,028,43935,01230180,OPEN,001,MEMO-57291
00000112,00000040,REF-00000112,20240708,557,43453,24203321,DONE,001,MEMO-33531
00000341,00000327,REF-00000341,20240301,337,12879,04340223,DONE,001,MEMO-07265
00000084,00000614,REF-00000084,20250412,377,20563,07752251,DONE,002,MEMO-50932
00000227,,REF-00000227,20240722,364,18044,06568016,HOLD,001,MEMO-97507
00000562,00000188,REF-00000562,20230514,067,10099,00676633,HOLD,001,MEMO-59353
00000063,00000475,REF-00000063,20250305,013,51740,00672620,HOLD,001,MEMO-14115
00000255,00000762,REF-00000255,20230912,389,84346,32810594,OPEN,001,MEMO-58141
00000249,00000049,REF-00000249,20250727,053,17968,00952304,HOLD,001,MEMO-49167
00000306,00000336,REF-00000306,20240819,240,66203,15888720,VOID,001,MEMO-16374
00000613,00000623,REF-00000613,20240705,646,31192,20150032,DONE,001,MEMO-87818
00000232,00000910,REF-00000232,20230505,363,28560,10367280,HOLD,001,MEMO-40560
00000089,00000197,REF-00000089,20240422,898,75113,67451474,VOID,002,MEMO-13317
00000205,00000484,REF-00000205,20241217,852,63462,54069624,DONE,001,MEMO-74228
00000611,00000771,REF-00000611,20230513,325,42723,13884975,HOLD,001,MEMO-73865
00000290,00000058,REF-00000290,20230603,393,11200,04401600,HOLD,001,MEMO-33584
00000136,00000345,REF-00000136,20230526,580,51113,29645540,HOLD,002,MEMO-67652
00000229,,REF-00000229,20230719,361,56657,20453177,DONE,001,MEMO-74853
00000700,00000919,REF-00000700,20240803,706,20728,14633968,VOID,001,MEMO-80236
00000047,00000206,REF-00000047,20250217,736,85813,63158368,OPEN,002,MEMO-91142
00000459,00000493,REF-00000459,20251006,482,03075,01482150,VOID,001,MEMO-79467
00000056,00000780,REF-00000056,20250712,393,97258,38222394,HOLD,002,MEMO-57253
00000453,00000067,REF-00000453,20250427,045,65455,02945475,HOLD,001,MEMO-25780
00000037,00000354,REF-00000037,20231101,847,85738,72620086,VOID,001,MEMO-32001
00000362,00000641,REF-00000362,20250904,480,98145,47109600,VOID,001,MEMO-29014
00000141,00000928,REF-00000141,20251022,972,59159,57502548,OPEN,002,MEMO-14253
00000080,00000215,REF-00000080,20250722,489,24532,11996148,HOLD,002,MEMO-57188
00000207,00000502,REF-00000207,20230408,123,41459,05099457,OPEN,002,MEMO-30144
00000092,00000789,REF-00000092,20240603,237,95900,22728300,OPEN,001,MEMO-74272
00000244,00000076,REF-00000244,20231008,950,96255,91442250,HOLD,001,MEMO-77618
00001004,00000363,REF-00001004,20250412,751,97998,73596498,DONE,001,MEMO-62816
00000674,00000650,REF-00000674,20230918,875,58946,51577750,HOLD,001,MEMO-25958
00000252,00000937,REF-00000252,20251103,444,68232,30295008,HOLD,001,MEMO-50149
00000529,00000224,REF-00000529,20251012,961,43848,42137928,VOID,001,MEMO-16665
00000167,00000511,REF-00000167,20250417,662,43972,29109464,DONE,002,MEMO-17865
00000677,00000798,REF-00000677,20240623,154,35354,05444516,OPEN,001,MEMO-77946
00000258,00000085,REF-00000258,20250421,841,37262,31337342,DONE,001,MEMO-08897
00000098,00000372,REF-00000098,20250413,829,71545,59310805,HOLD,001,MEMO-32226
00000009,00000659,REF-00000009,20250818,821,69572,57118612,DONE,003,MEMO-24135
00000149,00000946,REF-00000149,20250716,814,32344,26328016,HOLD,002,MEMO-49824
00000057,00000233,REF-00000057,20250311,907,20936,18988952,HOLD,001,MEMO-74839
00000090,00000520,REF-00000090,20251006,292,94560,27611520,HOLD,002,MEMO-68551
00000508,00000807,REF-00000508,20241209,794,97972,77789768,VOID,001,MEMO-85505
00000036,00000094,REF-00000036,20250925,841,22843,19210963,VOID,002,MEMO-42138
00000096,00000381,REF-00000096,20241202,192,86715,16649280,VOID,002,MEMO-12238
00000108,00000668,REF-00000108,20240324,924,39117,36144108,DONE,001,MEMO-61386
00000176,00000955,REF-00000176,20230305,094,18150,01706100,VOID,002,MEMO-38094
00000209,00000242,REF-00000209,20230120,920,59904,55111680,HOLD,002,MEMO-02536
00000358,00000529,REF-00000358,20240305,338,10560,03569280,DONE,001,MEMO-13588
00000619,00000816,REF-00000619,20250212,109,69313,07555117,OPEN,001,MEMO-07266
00000295,00000103,REF-00000295,20250519,684,76750,52497000,DONE,001,MEMO-71873
00000141,00000390,REF-00000141,20240114,704,82115,57808960,OPEN,001,MEMO-20764
00000460,00000677,REF-00000460,20240708,522,49826,26009172,DONE,001,MEMO-22189
00000524,00000964,REF-00000524,20230126,533,29885,15928705,HOLD,001,MEMO-77351
00000183,00000251,REF-00000183,20240625,828,09060,07501680,HOLD,002,MEMO-95874
00000037,00000538,REF-00000037,20240227,764,41772,31913808,HOLD,002,MEMO-40493
00000046,00000825,REF-00000046,20241105,446,79643,35520778,VOID,003,MEMO-90667
00000561,00000112,REF-00000561,20250107,754,04187,03156998,DONE,001,MEMO-75009
00000175,00000399,REF-00000175,20230726,931,34595,32207945,VOID,002,MEMO-76434
00000165,00000686,REF-00000165,20240513,014,24752,00346528,OPEN,001,MEMO-60785
00000139,00000973,REF-00000139,20230122,802,42246,33881292,HOLD,002,MEMO-75226
00000070,00000260,REF-00000070,20250516,112,14255,01596560,VOID,002,MEMO-97560
00000241,00000547,REF-00000241,20230612,607,54448,33049936,DONE,001,MEMO-51363
00000669,00000834,REF-00000669,20250806,265,57431,15219215,DONE,001,MEMO-22811
00000010,00000121,REF-00000010,20230715,244,90291,22031004,VOID,001,MEMO-65836
00000078,00000408,REF-00000078,20230305,794,79059,62772846,OPEN,002,MEMO-81488
00000116,00000695,REF-00000116,20240417,941,21178,19928498,VOID,002,MEMO-32119
00000587,00000982,REF-00000587,20230106,356,53583,19075548,OPEN,001,MEMO-41146
00000533,00000269,REF-00000533,20241110,949,95460,90591540,DONE,001,MEMO-60784
00000051,00000556,REF-00000051,20230114,928,80850,75028800,HOLD,003,MEMO-66939
00000654,00000843,REF-00000654,20230307,910,46864,42646240,VOID,001,MEMO-40947
00000541,00000130,REF-00000541,20230126,480,03321,01594080,HOLD,001,MEMO-93658
00000681,00000417,REF-00000681,20240202,788,20346,16032648,HOLD,001,MEMO-92412
00000373,00000704,REF-00000373,20240320,822,71675,58916850,HOLD,001,MEMO-05072
00000233,00000991,REF-00000233,20250217,713,90056,64209928,VOID,001,MEMO-18028
00000603,00000278,REF-00000603,20251224,817,33680,27516560,DONE,001,MEMO-36820
00000572,00000565,REF-00000572,20251219,648,78827,51079896,HOLD,001,MEMO-35544
00000197,00000852,REF-00000197,20231228,263,23808,06261504,OPEN,002,MEMO-87402
00000511,00000139,REF-00000511,20230315,479,83772,40126788,VOID,001,MEMO-23831
00000029,00000426,REF-00000029,20230625,698,74062,51695276,DONE,003,MEMO-00023
00000543,00000713,REF-00000543,20250810,655,03439,02252545,DONE,001,MEMO-24193
00000429,00001000,REF-00000429,20250822,852,70284,59881968,HOLD,001,MEMO-62173
00000164,00000287,REF-00000164,20240321,519,69161,35894559,HOLD,001,MEMO-39859
00000187,00000574,REF-00000187,20251002,690,76185,52567650,OPEN,002,MEMO-23941
00000536,00000861,REF-00000536,20230420,012,20156,00241872,OPEN,001,MEMO-70981
00000488,00000148,REF-00000488,20230309,276,07723,02131548,VOID,001,MEMO-78100
00000457,00000435,REF-00000457,20251205,092,09145,00841340,DONE,001,MEMO-90255
00000706,00000722,REF-00000706,20240901,483,71082,34332606,OPEN,001,MEMO-56432
00000041,00000009,REF-00000041,20240517,113,63450,07169850,OPEN,002,MEMO-23126
00000209,00000296,REF-00000209,20240811,137,16286,02231182,DONE,001,MEMO-29786
00000006,00000583,REF-00000006,20230422,431,82717,35651027,OPEN,003,MEMO-44176
00000184,00000870,REF-00000184,20230810,795,99480,79086600,OPEN,001,MEMO-65851
00000006,00000157,REF-00000006,20230506,615,85748,52735020,HOLD,002,MEMO-73284
00000236,00000444,REF-00000236,20250503,845,45209,38201605,VOID,001,MEMO-34460
00000148,00000731,REF-00000148,20230426,998,01273,01270454,OPEN,001,MEMO-97387
00000170,00000018,REF-00000170,20240518,396,30739,12172644,OPEN,002,MEMO-93966
00000237,00000305,REF-00000237,20251216,078,12686,00989508,DONE,001,MEMO-33968
00000191,00000592,REF-00000191,20250322,409,24409,09983281,DONE,002,MEMO-95500
00000588,00000879,REF-00000588,20240415,799,40308,32206092,VOID,001,MEMO-08193
00000185,00000166,REF-00000185,20241226,622,00668,00415496,DONE,001,MEMO-81029
00000679,00000453,REF-00000679,20231002,562,91125,51212250,DONE,001,MEMO-39494
00000009,00000740,REF-00000009,20240608,365,38183,13936795,OPEN,001,MEMO-64915
00000186,00000027,REF-00000186,20230617,589,23653,13931617,VOID,002,MEMO-98834
00000339,00000314,REF-00000339,20240204,319,75973,24235387,HOLD,001,MEMO-43119
00000394,00000601,REF-00000394,20250903,837,29003,24275511,DONE,001,MEMO-74053
00000539,00000888,REF-00000539,20230407,738,07234,05338692,OPEN,001,MEMO-16261
00000620,00000175,REF-00000620,20250906,712,93304,66432448,DONE,001,MEMO-95531
00000248,00000462,REF-00000248,20240821,941,95488,89854208,DONE,001,MEMO-92179
00000087,00000749,REF-00000087,20240609,815,01696,01382240,HOLD,001,MEMO-48732
00000467,00000036,REF-00000467,20250809,264,45005,11881320,DONE,001,MEMO-07677
00000015,00000323,REF-00000015,20230412,741,29478,21843198,OPEN,001,MEMO-15811
00000159,00000610,REF-00000159,20240222,446,12896,05751616,HOLD,002,MEMO-57492
00000448,00000897,REF-00000448,20230109,291,91679,26678589,OPEN,001,MEMO-42682
00000192,00000184,REF-00000192,20241005,551,76650,42234150,HOLD,002,MEMO-98166
00000098,00000471,REF-00000098,20230225,697,51312,35764464,DONE,002,MEMO-36925
00000021,00000758,REF-00000021,20231020,856,86465,74014040,DONE,002,MEMO-37618
00000278,00000045,REF-00000278,20231020,602,97761,58852122,DONE,001,MEMO-45399
00000458,00000332,REF-00000458,20241024,766,90511,69331426,HOLD,001,MEMO-16060
00000269,00000619,REF-00000269,20250714,841,05157,04337037,HOLD,001,MEMO-01951
00000195,00000906,REF-00000195,20240224,950,32899,31254050,DONE,002,MEMO-04380
00000198,00000193,REF-00000198,20230202,228,26605,06065940,DONE,001,MEMO-22362
00000002,00000480,REF-00000002,20240614,981,83327,81743787,HOLD,005,MEMO-71546
00000491,00000767,REF-00000491,20230312,696,92358,64281168,VOID,001,MEMO-27988
00000497,00000054,REF-00000497,20250227,667,63098,42086366,OPEN,001,MEMO-29901
00000631,00000341,REF-00000631,20240226,443,27735,12286605,HOLD,001,MEMO-65429
00000390,00000628,REF-00000390,20250407,662,33427,22128674,HOLD,001,MEMO-68476
00000704,00000915,REF-00000704,20240822,024,21361,00512664,VOID,001,MEMO-54980
00000418,00000202,REF-00000418,20230711,655,50447,33042785,DONE,001,MEMO-84768
00000564,00000489,REF-00000564,20250114,003,91904,00275712,DONE,001,MEMO-97745
00000042,00000776,REF-00000042,20250813,347,84662,29377714,DONE,001,MEMO-38807
00000686,00000063,REF-00000686,20231021,015,90999,01364985,DONE,001,MEMO-01595
00000112,00000350,REF-00000112,20250306,870,46997,40887390,DONE,002,MEMO-95700
00000519,00000637,REF-00000519,20241005,012,08889,00106668,HOLD,001,MEMO-57227
00000600,00000924,REF-00000600,20231126,544,26804,14581376,DONE,001,MEMO-97150
00000703,00000211,REF-00000703,20250504,701,46851,32842551,DONE,001,MEMO-71898
00000010,00000498,REF-00000010,20250625,723,24172,17476356,HOLD,002,MEMO-00044
00000144,00000785,REF-00000144,20230201,811,26041,21119251,DONE,002,MEMO-35833
00000114,00000072,REF-00000114,20230802,897,85108,76341876,OPEN,002,MEMO-71589
00000036,00000359,REF-00000036,20250621,628,74144,46562432,OPEN,001,MEMO-84641
00000482,00000646,REF-00000482,20230526,236,07678,01812008,HOLD,001,MEMO-96569
00000461,00000933,REF-00000461,20240622,073,36441,02660193,HOLD,001,MEMO-40539
00000661,00000220,REF-00000661,20240424,634,96762,61347108,VOID,001,MEMO-60960
00000010,00000507,REF-00000010,20240723,537,14907,08005059,HOLD,004,MEMO-99356
00000438,00000794,REF-00000438,20240809,909,98613,89639217,DONE,001,MEMO-00432
00000096,00000081,REF-00000096,20250705,424,50925,21592200,OPEN,001,MEMO-30260
00000577,00000368,REF-00000577,20230402,020,02816,00056320,OPEN,001,MEMO-27082
00000591,00000655,REF-00000591,20240418,989,54417,53818413,VOID,001,MEMO-42678
00000105,00000942,REF-00000105,20251202,347,50641,17572427,DONE,001,MEMO-16361
00000505,00000229,REF-00000505,20240825,668,22214,14838952,VOID,001,MEMO-15141
00000095,00000516,REF-00000095,20230305,906,99268,89936808,VOID,002,MEMO-82869
00000060,00000803,REF-00000060,20250723,625,43689,27305625,HOLD,001,MEMO-54776
00000010,00000090,REF-00000010,20230816,542,18524,10040008,OPEN,005,MEMO-38593
00000644,00000377,REF-00000644,20241222,996,41920,41752320,DONE,001,MEMO-86226
00000010,00000664,REF-00000010,20250318,799,44942,35908658,HOLD,003,MEMO-05598
00000250,00000951,REF-00000250,20250201,613,26207,16064891,VOID,001,MEMO-56333
00000312,00000238,REF-00000312,20241013,166,06352,01054432,HOLD,001,MEMO-74511
00000120,00000525,REF-00000120,20250814,324,14801,04795524,DONE,002,MEMO-43935
00000001,00000812,REF-00000001,20230224,924,08856,08182944,DONE,005,MEMO-53982
00000004,00000099,REF-00000004,20230422,036,14557,00524052,VOID,004,MEMO-93290
00000637,00000386,REF-00000637,20240819,530,98435,52170550,VOID,001,MEMO-80717
00000134,00000673,REF-00000134,20251008,267,77268,20630556,VOID,001,MEMO-30430
00000532,00000960,REF-00000532,20241203,184,28421,05229464,VOID,001,MEMO-91745
00000496,00000247,REF-00000496,20250412,641,54312,34813992,HOLD,001,MEMO-01647
00000151,00000534,REF-00000151,20250619,983,84247,82814801,VOID,001,MEMO-78172
00000074,00000821,REF-00000074,20240316,143,68257,09760751,HOLD,001,MEMO-34539
00000521,00000108,REF-00000521,20230524,716,52814,37814824,HOLD,001,MEMO-13593
00000264,00000395,REF-00000264,20250619,941,60120,56572920,OPEN,001,MEMO-51674
00000356,00000682,REF-00000356,20230907,676,56714,38338664,HOLD,001,MEMO-33760
00000447,00000969,REF-00000447,20250605,135,50754,06851790,OPEN,001,MEMO-82726
00000701,00000256,REF-00000701,20250428,843,45902,38695386,HOLD,001,MEMO-88697
00000340,00000543,REF-00000340,20230417,781,21144,16513464,VOID,001,MEMO-12796
00001005,00000830,REF-00001005,20241001,306,29119,08910414,OPEN,001,MEMO-73660
00000489,00000117,REF-00000489,20250426,481,69624,33489144,HOLD,001,MEMO-79437
00000127,00000404,REF-00000127,20230427,946,17839,16875694,VOID,001,MEMO-16945
00000324,00000691,REF-00000324,20241123,936,62590,58584240,DONE,001,MEMO-36367
00000424,00000978,REF-00000424,20241008,204,51289,10462956,OPEN,001,MEMO-34266
00000196,00000265,REF-00000196,20240405,047,47548,02234756,VOID,002,MEMO-46845
00000604,00000552,REF-00000604,20230912,971,91858,89194118,HOLD,001,MEMO-34151
00000007,00000839,REF-00000007,20240718,195,30803,06006585,DONE,005,MEMO-93245
00000585,00000126,REF-00000585,20240125,104,68202,07093008,VOID,001,MEMO-08199
00000196,00000413,REF-00000196,20230125,264,48630,12838320,HOLD,001,MEMO-87809
00000146,00000700,REF-00000146,20230120,354,15960,05649840,HOLD,002,MEMO-44252
00000093,00000987,REF-00000093,20241226,381,68530,26109930,VOID,001,MEMO-30699
00000130,00000274,REF-00000130,20240424,978,00230,00224940,VOID,002,MEMO-23924
00000046,00000561,REF-00000046,20241020,671,45862,30773402,HOLD,001,MEMO-23234
00000671,00000848,REF-00000671,20230323,762,67279,51266598,VOID,001,MEMO-87055
00000066,00000135,REF-00000066,20231121,384,79077,30365568,DONE,001,MEMO-78582
00000034,00000422,REF-00000034,20241225,222,07053,01565766,VOID,001,MEMO-92267
00000067,00000709,REF-00000067,20251226,773,13838,10696774,VOID,002,MEMO-93334
00000062,00000996,REF-00000062,20230610,609,22699,13823691,DONE,001,MEMO-15399
00000614,00000283,REF-00000614,20240218,930,75739,70437270,OPEN,001,MEMO-63133
00000323,00000570,REF-00000323,20231125,804,85030,68364120,VOID,001,MEMO-57334
00000178,00000857,REF-00000178,20230207,435,03929,01709115,DONE,001,MEMO-87713
00000655,00000144,REF-00000655,20231020,941,54243,51042663,HOLD,001,MEMO-59709
00000087,00000431,REF-00000087,20230207,105,28005,02940525,VOID,002,MEMO-38637
00000190,00000718,REF-00000190,20240907,394,96840,38154960,VOID,001,MEMO-51229
00000486,00000005,REF-00000486,20230817,445,94278,41953710,VOID,001,MEMO-88805
00000004,00000292,REF-00000004,20240324,638,83091,53012058,DONE,005,MEMO-92619
00000189,00000579,REF-00000189,20231110,634,89259,56590206,VOID,002,MEMO-24924
00000361,00000866,REF-00000361,20240210,506,77881,39407786,OPEN,001,MEMO-76345
00000194,00000153,REF-00000194,20240107,478,81024,38729472,OPEN,002,MEMO-47945
00000056,00000440,REF-00000056,20251017,566,11530,06525980,HOLD,003,MEMO-09141
00000036,00000727,REF-00000036,20250408,882,75643,66717126,DONE,003,MEMO-32075
00000110,00000014,REF-00000110,20230722,147,89037,13088439,VOID,001,MEMO-62075
00000008,00000301,REF-00000008,20240824,828,97172,80458416,VOID,005,MEMO-62381
00000368,00000588,REF-00000368,20230526,132,01546,00204072,OPEN,001,MEMO-27198
00000204,00000875,REF-00000204,20240907,627,21930,13750110,OPEN,002,MEMO-49095
00000285,00000162,REF-00000285,20240804,846,92315,78098490,VOID,001,MEMO-23350
00000580,00000449,REF-00000580,20240528,456,94635,43153560,OPEN,001,MEMO-92306
00000499,00000736,REF-00000499,20250728,977,49050,47921850,HOLD,001,MEMO-64493
00000662,00000023,REF-00000662,20240704,642,36175,23224350,HOLD,001,MEMO-87762
00000531,00000310,REF-00000531,20230922,983,32504,31951432,OPEN,001,MEMO-68486
00000385,00000597,REF-00000385,20230907,539,62043,33441177,OPEN,001,MEMO-86446
00000177,00000884,REF-00000177,20250210,101,94612,09555812,OPEN,002,MEMO-50454
00001006,00000171,REF-00001006,20231108,830,24759,20549970,VOID,001,MEMO-78295
00000710,00000458,REF-00000710,20240808,111,00446,00049506,DONE,001,MEMO-78937
00000596,00000745,REF-00000596,20240717,354,13235,04685190,DONE,001,MEMO-78493
00000040,00000032,REF-00000040,20240625,735,75745,55672575,HOLD,001,MEMO-15780
00000052,00000319,REF-00000052,20241104,116,15835,01836860,DONE,001,MEMO-53862
00001007,00000606,REF-00001007,20231015,519,41451,21513069,DONE,001,MEMO-66022
00000044,00000893,REF-00000044,20240122,935,85396,79845260,VOID,001,MEMO-99951
00000699,00000180,REF-00000699,20250228,010,26393,00263930,OPEN,001,MEMO-18986
00000434,00000467,REF-00000434,20240104,114,53132,06057048,OPEN,001,MEMO-69478
